,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
156,9515479,06/06/2015,11:39:45,06/06/2015 11:43:00 AM,I Live Here,Daily,,On foot,Streetcar/Train,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Never,Never,Never,Never,1987.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,la brea,Gower ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
157,9515431,06/06/2015,11:51:25,06/06/2015 11:57:00 AM,To meet friends,,,Streetcar/Train,On foot,Greater than $30,Often,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1981.0,Male,Non-Hispanic,White,94114.0,No,Hollywood,la brea,sycamore,North,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
158,9515432,06/06/2015,11:59:11,06/06/2015 12:01:00 PM,"I Live Here,  To meet friends, To dine / drink, To shop",Daily,,On foot,,Less than $5,Never,Strongly Disagree,Moderately Disagree,Don't Know / No Opinion,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1991.0,Female,Non-Hispanic,White,90028.0,No,Hollywood,sycamore,orange,North,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,34.101545,-118.3433456,Hollywood Boulevard & North Sycamore Avenue,90028,Central LA,GEOMETRIC_CENTER
159,9515480,06/06/2015,12:00:04,06/06/2015 12:02:00 PM,I Work Here,Daily,,Car,,$5-10,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1976.0,Female,Non-Hispanic,White,91204.0,No,Hollywood,la brea,Gower,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
160,9515481,06/06/2015,12:05:27,06/06/2015 12:07:00 PM,I Live Here,Several times a month,,,,,,,,,,,,,,,,,,,,,,No,Hollywood,la brea,Grower ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
161,9515482,06/06/2015,12:08:14,06/06/2015 12:11:00 PM,I Work Here,Several times a week,,Car,,$10-30,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Sometimes,Never,Never,Sometimes,1967.0,Male,Non-Hispanic,Black,91001.0,No,Hollywood,la brea,Gower ,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
162,9515433,06/06/2015,12:08:26,06/06/2015 12:11:00 PM,Passing through en route to somewhere else,Once a month,30 minutes - 1 hour,Car,On foot,Greater than $30,Very often,Moderately Disagree,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1988.0,Female,Non-Hispanic,Asian,23230.0,No,Hollywood,mc cadden,highland,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.1015637,-118.3369984,Hollywood Boulevard & North McCadden Place,90028,Central LA,GEOMETRIC_CENTER
163,9470039,06/06/2015,12:11:03,06/06/2015 12:13:00 PM,Passing through en route to somewhere else,Once a month,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Never,1980.0,Male,Hispanic or Latino,White,90255.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
164,9515483,06/06/2015,12:12:29,06/06/2015 12:16:00 PM,To meet friends,,,Car,,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1995.0,Male,Hispanic or Latino,Latin,91761.0,No,Hollywood,la brea,Gower ,North,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
165,9515434,06/06/2015,12:17:36,06/06/2015 12:21:00 PM,"I Live Here, Going to/from school",Daily,,On foot,Bus,$10-30,Sometimes,Moderately Disagree,,Moderately Agree,Moderately Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1993.0,Male,Hispanic or Latino,White,90028.0,No,Hollywood,whitley,schrader,North,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34.1015921,-118.3333515,Hollywood Boulevard & Whitley Avenue,90028,Central LA,GEOMETRIC_CENTER
166,9470040,06/06/2015,12:18:26,06/06/2015 12:20:00 PM,I Live Here,Daily,< 10 minutes,Bus,On foot,None,Sometimes,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
167,9515484,06/06/2015,12:18:45,06/06/2015 12:21:00 PM,I Work Here,Daily,,On foot,Streetcar/Train,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1962.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,la brea,Gower ,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
168,9515435,06/06/2015,12:22:06,06/06/2015 12:25:00 PM,"Passing through en route to somewhere else, To meet friends",,,Streetcar/Train,On foot,Greater than $30,Never,Moderately Agree,,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,,Never,Never,Never,Never,1988.0,Male,Non-Hispanic,White,82716.0,No,Hollywood,schrader,whitley,North,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,34.1015911,-118.3324957,Hollywood Boulevard & Schrader Boulevard,90028,Central LA,GEOMETRIC_CENTER
169,9470042,06/06/2015,12:23:17,06/06/2015 12:25:00 PM,I Work Here,Daily,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,,Never,Never,Never,1970.0,Male,Hispanic or Latino,White,90023.0,No,Cesar Chavez,,,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
170,9515485,06/06/2015,12:24:37,06/06/2015 12:28:00 PM,I Work Here,Daily,,Streetcar/Train,Bus,$5-10,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Often,Never,1961.0,Male,,,90028.0,No,Hollywood,la brea,Gower ,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
171,9470043,06/06/2015,12:26:06,06/06/2015 12:35:00 PM,"I Live Here, I Work Here",Daily,,Bus,On foot,$10-30,Sometimes,Strongly Disagree,Strongly Disagree,,Moderately Agree,Moderately Disagree,,,Never,Never,Never,Never,,Female,Non-Hispanic,White,90063.0,No,Cesar Chavez,,,South,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
172,9515436,06/06/2015,12:30:40,06/06/2015 12:34:00 PM,Passing through en route to somewhere else,,,Streetcar/Train,On foot,Greater than $30,Never,,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Don't Know / No Opinion,Strongly Agree,Never,Never,Never,Sometimes,1982.0,Male,Non-Hispanic,arabic,45328.0,No,Hollywood,cahuenga,cosmo,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.1016134,-118.3295531,Hollywood Boulevard & Cahuenga Boulevard,90028,Central LA,GEOMETRIC_CENTER
173,9470044,06/06/2015,12:36:41,06/06/2015 12:39:00 PM,I Live Here,Daily,,On foot,Bus,Greater than $30,Often,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Disagree,Sometimes,Sometimes,Sometimes,Sometimes,1986.0,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
174,9515437,06/06/2015,12:37:40,06/06/2015 12:40:00 PM,"I Live Here, Passing through en route to somewhere else, To meet friends, To dine / drink, To shop",Daily,,Car,On foot,Greater than $30,Very often,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1991.0,Female,Hispanic or Latino,White,90038.0,No,Hollywood,vine,ivar,North,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
175,9470045,06/06/2015,12:39:05,06/06/2015 12:40:00 PM,I Live Here,Daily,,On foot,Bus,$5-10,Often,Moderately Disagree,,Moderately Agree,,Moderately Agree,Moderately Agree,,Sometimes,Sometimes,Never,Sometimes,,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
176,9470046,06/06/2015,12:41:19,06/06/2015 12:43:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
177,9515438,06/06/2015,12:41:43,06/06/2015 12:44:00 PM,"I Live Here,  For music / art, To meet friends, To dine / drink, To shop",Daily,,Streetcar/Train,Bus,Greater than $30,Sometimes,Strongly Disagree,,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1984.0,Male,Non-Hispanic,White,90068.0,No,Hollywood,vine,ivar,North,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
178,9470047,06/06/2015,12:43:04,06/06/2015 12:44:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,,,Moderately Agree,,,Moderately Agree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
179,9515440,06/06/2015,12:44:50,06/06/2015 12:50:00 PM,"I Live Here, I Work Here,  For music / art, To meet friends, To dine / drink, To shop",Daily,,Other,Car,Greater than $30,Very often,,,,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Sometimes,1972.0,Male,Non-Hispanic,mixed,90028.0,No,Hollywood,vine,ivar,North,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
180,9515487,06/06/2015,12:48:11,06/06/2015 12:53:00 PM,I Work Here,Daily,,Car,,$10-30,Very often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1961.0,Male,Non-Hispanic,White,91201.0,No,Hollywood,la brea,Gower ,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
181,9470049,06/06/2015,12:50:58,06/06/2015 12:54:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Bus,Less than $5,Never,Moderately Disagree,Moderately Disagree,Moderately Agree,,,,,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90001.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
182,9515441,06/06/2015,12:52:54,06/06/2015 01:01:00 PM,"I Live Here, I Work Here,  To meet friends, To dine / drink, To shop",Daily,,On foot,Streetcar/Train,$10-30,Very often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1988.0,Male,Non-Hispanic,Black,90028.0,No,Hollywood,argyle,el centro,North,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,34.101644,-118.3252158,Hollywood Boulevard & Argyle Avenue,90028,Central LA,GEOMETRIC_CENTER
183,9470050,06/06/2015,13:01:41,06/06/2015 01:03:00 PM,"I Live Here, I Work Here",Daily,,Bus,On foot,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
184,9515442,06/06/2015,13:03:04,06/06/2015 01:06:00 PM,"I Work Here, Passing through en route to somewhere else",Daily,,Bus,On foot,$5-10,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1989.0,Female,Non-Hispanic,White,90031.0,No,Hollywood,argyle,el centro,North,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,34.101644,-118.3252158,Hollywood Boulevard & Argyle Avenue,90028,Central LA,GEOMETRIC_CENTER
185,9470052,06/06/2015,13:03:51,06/06/2015 01:04:00 PM,"I Live Here, I Work Here",Daily,,Bus,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
186,9515445,06/06/2015,13:06:22,06/06/2015 01:08:00 PM,"I Live Here,  To meet friends, To dine / drink, To shop",Daily,,On foot,Car,Greater than $30,Often,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know / No Opinion,Never,Never,Never,Sometimes,1983.0,Female,Non-Hispanic,White,90028.0,No,Hollywood,vine,argyle,North,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
187,9470053,06/06/2015,13:08:15,06/06/2015 01:10:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Never,1996.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
188,9515446,06/06/2015,13:08:50,06/06/2015 01:12:00 PM,"For music / art, To meet friends, To dine / drink",Once a month,,Car,,Greater than $30,Never,Moderately Disagree,Moderately Disagree,,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1987.0,Other,Non-Hispanic,mix,91311.0,No,Hollywood,argyle,vine,North,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,34.101644,-118.3252158,Hollywood Boulevard & Argyle Avenue,90028,Central LA,GEOMETRIC_CENTER
189,9515488,06/06/2015,13:10:08,06/06/2015 01:14:00 PM,To shop,Several times a month,,Streetcar/Train,,$10-30,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1966.0,Male,Non-Hispanic,White,90033.0,No,Hollywood,la brea,Gower ,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
190,9470054,06/06/2015,13:11:57,06/06/2015 01:13:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Car,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1998.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
191,9470055,06/06/2015,13:16:53,06/06/2015 01:19:00 PM,To shop,Once a week,30 minutes - 1 hour,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,,,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
192,9515490,06/06/2015,13:17:41,06/06/2015 01:20:00 PM,To meet friends,Several times a week,,Car,Taxi,$10-30,Never,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,,,,,,,,,,,No,Hollywood,la brea,Gower ,North,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.1015982,-118.3452602,Hollywood Boulevard & North La Brea Avenue,90046,Central LA,GEOMETRIC_CENTER
193,9470056,06/06/2015,13:21:30,06/06/2015 01:44:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1962.0,Male,Hispanic or Latino,White,90043.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
194,9515447,06/06/2015,13:23:59,06/06/2015 01:28:00 PM,"I Live Here, Passing through en route to somewhere elseFor music / art, To meet friends, To dine / drink, To shop",Daily,,On foot,Streetcar/Train,$10-30,Very often,,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Agree,Never,Sometimes,Never,Often,1983.0,Female,Non-Hispanic,White,90028.0,No,Hollywood,vine,argyle,South,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
195,9515448,06/06/2015,13:28:23,06/06/2015 01:35:00 PM,"I Live Here,  To dine / drink, To shop",Daily,,Bus,On foot,Less than $5,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1950.0,Male,Non-Hispanic,White,90005.0,No,Hollywood,vine,ivar,South,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
196,9515449,06/06/2015,13:35:36,06/06/2015 01:38:00 PM,"I Live Here, I Work Here,  To meet friends, To dine / drink, To shop",Daily,,Bus,Streetcar/Train,Greater than $30,Sometimes,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1987.0,Male,Hispanic or Latino,White,90020.0,No,Hollywood,vine,ivar,South,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
